reactants,products
Br Br . N c 1 c c n c c 1 C ( = O ) O ,N c 1 c ( Br ) c n c c 1 C ( = O ) O
Br c 1 c n c 2 [nH] n c c 2 c 1 . C c 1 c c c ( S ( = O ) ( = O ) Cl ) c c 1 ,C c 1 c c c ( S ( = O ) ( = O ) n 2 n c c 3 c c ( Br ) c n c 3 2 ) c c 1
N # C c 1 c c ( Br ) c 2 c c [nH] c 2 c 1 . O = [N+] ( [O-] ) c 1 c c c ( S ( = O ) ( = O ) Cl ) c c 1 ,N # C c 1 c c ( Br ) c 2 c c n ( S ( = O ) ( = O ) c 3 c c c ( [N+] ( = O ) [O-] ) c c 3 ) c 2 c 1
C c 1 c c c ( S ( = O ) ( = O ) n 2 c ( Cl ) c c 3 c ( Br ) c c c c 3 2 ) c c 1 ,Cl c 1 c c 2 c ( Br ) c c c c 2 [nH] 1
C N c 1 n c ( Cl ) n c ( Cl ) n 1 . N c 1 c c ( Cl ) c c ( Cl ) c 1 ,C N c 1 n c ( Cl ) n c ( N c 2 c c ( Cl ) c c ( Cl ) c 2 ) n 1
C N c 1 n c ( Cl ) n c ( N c 2 c c ( Cl ) c c ( Cl ) c 2 ) n 1 . N c 1 c c c ( O ) c c 1 ,C N c 1 n c ( N c 2 c c c ( O ) c c 2 ) n c ( N c 2 c c ( Cl ) c c ( Cl ) c 2 ) n 1
C c 1 c n c 2 c c c c c 2 n 1 ,C [C@H] 1 C N c 2 c c c c c 2 N 1
c 1 c c c ( C c 2 c n c 3 c c c c c 3 n 2 ) c c 1 ,c 1 c c c ( C [C@H] 2 C N c 3 c c c c c 3 N 2 ) c c 1
C c 1 c n c 2 c c ( Cl ) c c c 2 n 1 ,C [C@H] 1 C N c 2 c c ( Cl ) c c c 2 N 1
C c 1 c n c 2 c c ( Cl ) c ( Cl ) c c 2 n 1 ,C [C@H] 1 C N c 2 c c ( Cl ) c ( Cl ) c c 2 N 1
Br c 1 c c ( Br ) c 2 n o n c 2 c 1 . N C c 1 c c c c c 1 ,Br c 1 c c ( N C c 2 c c c c c 2 ) c 2 n o n c 2 c 1
O = C ( N c 1 c c c c c 1 N c 1 c c c c c 1 ) c 1 c n c c ( Br ) c 1 ,Br c 1 c n c c ( - c 2 n c 3 c c c c c 3 n 2 - c 2 c c c c c 2 ) c 1
Br c 1 c c c c c 1 . N C ( = O ) c 1 c [nH] n c 1 N ,N C ( = O ) c 1 c [nH] n c 1 N c 1 c c c c c 1
O = C ( O ) c 1 c c ( F ) c c c 1 Br . O = [N+] ( [O-] ) O ,O = C ( O ) c 1 c c ( F ) c c ( [N+] ( = O ) [O-] ) c 1 Br
N c 1 c c c c c 1 S . O = C c 1 c c c ( Br ) c n 1 ,Br c 1 c c c ( - c 2 n c 3 c c c c c 3 s 2 ) n c 1
N c 1 c c c c c 1 Br . O = C ( Cl ) c 1 c c c ( Br ) c n 1 ,Br c 1 c c c ( - c 2 n c 3 c c c c c 3 o 2 ) n c 1
N N . O = C ( O ) c 1 c c ( Cl ) n n c 1 Cl ,N N c 1 n n c ( Cl ) c c 1 C ( = O ) O
C c 1 c c c ( S ( = O ) ( = O ) Cl ) c c 1 . Cl c 1 c c n c 2 [nH] c c c 1 2 ,C c 1 c c c ( S ( = O ) ( = O ) n 2 c c c 3 c ( Cl ) c c n c 3 2 ) c c 1
C c 1 c c c ( S ( = O ) ( = O ) n 2 c c c 3 c ( Br ) c c n c 3 2 ) c c 1 . I I ,C c 1 c c c ( S ( = O ) ( = O ) n 2 c ( I ) c c 3 c ( Br ) c c n c 3 2 ) c c 1
C O c 1 c c c ( F ) c c 1 B ( O ) O . Cl c 1 c c n c 2 [nH] c c c 1 2 ,C O c 1 c c c ( F ) c c 1 - c 1 c c n c 2 [nH] c c c 1 2
C N c 1 n c ( Cl ) n c ( Cl ) c 1 [N+] ( = O ) [O-] ,C N c 1 n c ( Cl ) n c ( Cl ) c 1 N
O = c 1 [nH] c 2 c c c c c 2 c ( O ) c 1 Br . O C c 1 c c c c c 1 ,O = c 1 [nH] c 2 c c c c c 2 c ( O C c 2 c c c c c 2 ) c 1 Br
C c 1 c c ( Br ) c c ( Br ) c 1 ,C C C C C C c 1 c c ( C ) c c ( Br ) c 1
C c 1 c c ( - c 2 c c c c c 2 N ) n c 2 c c c c c 1 2 ,C c 1 c c 2 c 3 c c c c c 3 n n 2 c 2 c c c c c 1 2
Cl c 1 c c ( Cl ) n c n 1 . O = C ( Cl ) c 1 c c c o 1 ,O = C ( c 1 c c c o 1 ) c 1 c ( Cl ) n c n c 1 Cl
O = C ( Cl ) c 1 c c c c c 1 . O = [N+] ( [O-] ) c 1 c c c ( F ) c c 1 F ,O = C ( c 1 c c c c c 1 ) c 1 c ( F ) c c c ( [N+] ( = O ) [O-] ) c 1 F
Cl c 1 c c c ( I ) c c 1 . O = C c 1 c s c 2 c c c c c 1 2 ,O = C c 1 c ( - c 2 c c c ( Cl ) c c 2 ) s c 2 c c c c c 1 2
O = [N+] ( [O-] ) c 1 c c c ( C S ( = O ) ( = O ) Cl ) c c 1 . [NH4+] ,N S ( = O ) ( = O ) C c 1 c c c ( [N+] ( = O ) [O-] ) c c 1
C O c 1 c c ( Br ) c c ( [N+] ( = O ) [O-] ) c 1 ,C O c 1 c c ( Br ) c c ( N O ) c 1
N N c 1 c n c c n 1 . O = C ( O ) c 1 c c c ( Cl ) c c 1 ,Cl c 1 c c c ( - c 2 n n c 3 c n c c n 2 3 ) c c 1
N c 1 c c c c ( C ( = O ) O ) c 1 . N c 1 c c c c c 1 ,N c 1 c c c c ( C ( = O ) N c 2 c c c c c 2 ) c 1
N # C c 1 c c ( F ) c c ( [N+] ( = O ) [O-] ) c 1 . O = S ( = O ) ( O ) O ,N C ( = O ) c 1 c c ( F ) c c ( [N+] ( = O ) [O-] ) c 1
C [Mg] Cl . Cl c 1 n c ( Cl ) n c ( Cl ) n 1 ,C c 1 n c ( Cl ) n c ( Cl ) n 1
N c 1 c c c ( F ) c c 1 . O = C c 1 c c c c ( F ) c 1 ,F c 1 c c c ( N = C c 2 c c c c ( F ) c 2 ) c c 1
Cl c 1 c c 2 c c ( Br ) c c c 2 c n 1 . C n 1 c c n n 1 ,C n 1 n n c c 1 - c 1 c c c 2 c n c ( Cl ) c c 2 c 1
Br Br . C O c 1 c ( N ) c c c c 1 F ,C O c 1 c ( N ) c c c ( Br ) c 1 F
F c 1 c c c c ( I ) c 1 . O = C c 1 c s c 2 c c c c c 1 2 ,O = C c 1 c ( - c 2 c c c c ( F ) c 2 ) s c 2 c c c c c 1 2
C c 1 c c ( Cl ) c c ( - c 2 c n c s 2 ) n 1 . [F-] ,C c 1 c c ( F ) c c ( - c 2 c n c s 2 ) n 1
C c 1 c c c ( B ( O ) O ) c c 1 . Cl c 1 c c ( Cl ) n c ( - c 2 n c c s 2 ) c 1 ,C c 1 c c c ( - c 2 c c ( Cl ) c c ( - c 3 n c c s 3 ) n 2 ) c c 1
O = C ( [O-] ) [O-] . O c 1 c c ( F ) c c ( - c 2 n c c s 2 ) n 1 ,C O c 1 c c ( F ) c c ( - c 2 n c c s 2 ) n 1
C c 1 c s c ( Br ) n 1 . F c 1 c c n c ( Cl ) c 1 ,C c 1 c s c ( - c 2 c c ( F ) c c n 2 ) n 1
C c 1 c n c ( Br ) s 1 . F c 1 c c n c ( Cl ) c 1 ,C c 1 c n c ( - c 2 c c ( F ) c c n 2 ) s 1
C c 1 c n c ( Br ) s 1 . Cl c 1 c c ( Cl ) n c ( Cl ) c 1 ,C c 1 c n c ( - c 2 c c ( Cl ) c c ( Cl ) n 2 ) s 1
C c 1 c ( N ) c c c c 1 Br . O = c 1 [nH] c 2 c ( F ) c c c c 2 c ( = O ) o 1 ,C c 1 c ( Br ) c c c c 1 N C ( = O ) c 1 c c c c ( F ) c 1 N
C c 1 c ( N ) c c c c 1 Br . O = c 1 [nH] c 2 c c c c c 2 c ( = O ) o 1 ,C c 1 c ( Br ) c c c c 1 N C ( = O ) c 1 c c c c c 1 N
C c 1 c ( N ) c c c c 1 Br . O = c 1 [nH] c 2 c c c c c 2 c ( = O ) o 1 ,C c 1 c ( Br ) c c c c 1 N C ( = O ) c 1 c c c c c 1 N
C c 1 c ( N ) c c c c 1 Br . O = c 1 [nH] c 2 c c c ( F ) c c 2 c ( = O ) o 1 ,C c 1 c ( Br ) c c c c 1 N C ( = O ) c 1 c c ( F ) c c c 1 N
C n 1 c ( = O ) o c ( = O ) c 2 c c c c c 2 1 . N c 1 c c c c ( Br ) c 1 Cl ,C N c 1 c c c c c 1 C ( = O ) N c 1 c c c c ( Br ) c 1 Cl
C c 1 c ( Br ) c c c c 1 - n 1 c ( = O ) c c [nH] c 1 = O . O B ( O ) c 1 c c c ( F ) c c 1 ,C c 1 c ( Br ) c c c c 1 - n 1 c ( = O ) c c n ( - c 2 c c c ( F ) c c 2 ) c 1 = O
O = [Mn] ( = O ) ( = O ) [O-] . c 1 c c c ( - c 2 c c c ( N 3 C c 4 c c c c c 4 - c 4 c c ( - c 5 c c c c c 5 ) c c c 4 3 ) c c 2 ) c c 1 ,O = c 1 c 2 c c c c c 2 c 2 c c ( - c 3 c c c c c 3 ) c c c 2 n 1 - c 1 c c c ( - c 2 c c c c c 2 ) c c 1
Br c 1 c c c c c 1 C N ( c 1 c c c c c 1 ) c 1 c c c c c 1 ,c 1 c c c ( N 2 C c 3 c c c c c 3 - c 3 c c c c c 3 2 ) c c 1
C c 1 c c c ( Br ) c 2 c c c n c 1 2 . O = S ( = O ) ( O ) O . [NH4+] . [OH-] ,O = C ( O ) c 1 c c c ( Br ) c 2 c c c n c 1 2
N c 1 c ( Br ) c c ( O C ( F ) ( F ) F ) c ( F ) c 1 Br ,N c 1 c c c ( O C ( F ) ( F ) F ) c ( F ) c 1 Br
F C 1 ( F ) O c 2 c c c ( Br ) c ( Cl ) c 2 O 1 . O = [N+] ( [O-] ) O ,O = [N+] ( [O-] ) c 1 c c 2 c ( c ( Cl ) c 1 Br ) O C ( F ) ( F ) O 2
N c 1 c c n c c 1 Br . S = C ( Cl ) Cl ,S = C = N c 1 c c n c c 1 Br
N c 1 c c c c c 1 . O = C ( O ) c 1 c c c [nH] 1 ,O = C ( N c 1 c c c c c 1 ) c 1 c c c [nH] 1
O = c 1 o c ( C Cl ) n n 2 c c c ( Cl ) c 1 2 . [I-] ,O = c 1 o c ( C I ) n n 2 c c c ( Cl ) c 1 2
N c 1 c c c c c 1 . O = C ( O ) c 1 n c c [nH] 1 ,O = C ( N c 1 c c c c c 1 ) c 1 n c c [nH] 1
N P ( = O ) ( c 1 c c c c c 1 ) c 1 c c c c c 1 . O = C ( N c 1 c c c c c 1 ) c 1 n c c [nH] 1 ,N n 1 c c n c 1 C ( = O ) N c 1 c c c c c 1
N c 1 c c ( F ) c c ( F ) c 1 . O = C ( O ) c 1 n c c [nH] 1 ,O = C ( N c 1 c c ( F ) c c ( F ) c 1 ) c 1 n c c [nH] 1
N . N # C c 1 c n c ( Cl ) n c 1 Cl ,N # C c 1 c n c ( N ) n c 1 Cl
N c 1 c c c c 2 c c c n c 1 2 . O = C ( O ) c 1 c c c ( I ) c c 1 ,O = C ( N c 1 c c c c 2 c c c n c 1 2 ) c 1 c c c ( I ) c c 1
Br Br . O = C ( O ) c 1 c c 2 c c n c c 2 [nH] c 1 = O ,O = c 1 [nH] c 2 c n c c c 2 c c 1 Br
C O c 1 c c c ( I ) c c 1 . c 1 c c c ( N c 2 c c c c 3 c c c c c 2 3 ) c c 1 ,C O c 1 c c c ( N ( c 2 c c c c c 2 ) c 2 c c c c 3 c c c c c 2 3 ) c c 1
C O c 1 c c c ( N ( c 2 c c c c c 2 ) c 2 c c c c 3 c c c c c 2 3 ) c c 1 ,O c 1 c c c ( N ( c 2 c c c c c 2 ) c 2 c c c c 3 c c c c c 2 3 ) c c 1
C O c 1 c c c ( N ( c 2 c c c c c 2 ) c 2 c c c c c 2 ) c c 1 ,O c 1 c c c ( N ( c 2 c c c c c 2 ) c 2 c c c c c 2 ) c c 1
N c 1 c c c ( C O ) c c 1 . O = N [O-] . O c 1 c c c c c 1 ,O C c 1 c c c ( N = N c 2 c c c ( O ) c c 2 ) c c 1
C c 1 n o c 2 c c c c ( O ) c 1 2 . O = [N+] ( [O-] ) c 1 c c c ( F ) c c 1 ,C c 1 n o c 2 c c c c ( O c 3 c c c ( [N+] ( = O ) [O-] ) c c 3 ) c 1 2
C c 1 n o c 2 c c c c ( O c 3 c c c ( [N+] ( = O ) [O-] ) c c 3 ) c 1 2 ,C c 1 n o c 2 c c c c ( O c 3 c c c ( N ) c c 3 ) c 1 2
C O c 1 c c c ( F ) c c 1 B ( O ) O . O = S ( = O ) ( c 1 c c c c c 1 ) n 1 c c c 2 c ( Br ) n c n c 2 1 ,C O c 1 c c c ( F ) c c 1 - c 1 n c n c 2 c 1 c c n 2 S ( = O ) ( = O ) c 1 c c c c c 1
C O c 1 c c c ( F ) c c 1 - c 1 n c n c 2 c 1 c c n 2 S ( = O ) ( = O ) c 1 c c c c c 1 . I I ,C O c 1 c c c ( F ) c c 1 - c 1 n c n c 2 c 1 c c ( I ) n 2 S ( = O ) ( = O ) c 1 c c c c c 1
C O c 1 c c c ( F ) c c 1 - c 1 n c n c 2 c 1 c c ( I ) n 2 S ( = O ) ( = O ) c 1 c c c c c 1 ,C O c 1 c c c ( F ) c c 1 - c 1 n c n c 2 [nH] c ( I ) c c 1 2
C O c 1 c c ( I ) c c c 1 Br . O B ( O ) c 1 c c c c ( F ) c 1 ,C O c 1 c c ( - c 2 c c c c ( F ) c 2 ) c c c 1 Br
O = C ( O ) c 1 c c n c ( Br ) c 1 . O B ( O ) c 1 c c c c c 1 ,O = C ( O ) c 1 c c n c ( - c 2 c c c c c 2 ) c 1
N c 1 c c c c 2 c c c ( S ( = O ) ( = O ) O ) c c 1 2 . O = C ( Cl ) c 1 c c c ( Cl ) c ( Cl ) c 1 ,O = C ( N c 1 c c c c 2 c c c ( S ( = O ) ( = O ) O ) c c 1 2 ) c 1 c c c ( Cl ) c ( Cl ) c 1
O = C ( Cl ) c 1 c c ( [N+] ( = O ) [O-] ) c c c 1 Cl ,O = C ( c 1 c c c c c 1 ) c 1 c c c c c 1
C B ( O ) O . Cl c 1 n n 2 c c c c c 2 c 1 I ,C c 1 c ( Cl ) n n 2 c c c c c 1 2
C c 1 c ( Cl ) n n 2 c c c c c 1 2 . O B ( O ) c 1 c n c c ( F ) c 1 ,C c 1 c ( - c 2 c n c c ( F ) c 2 ) n n 2 c c c c c 1 2
Br c 1 c c c 2 c c c 3 c ( Br ) c c c 4 c c c 1 c 2 c 4 3 . C c 1 c c c c c 1 . O B ( O ) c 1 c c c c c 1 ,c 1 c c c ( - c 2 c c c 3 c c c 4 c ( - c 5 c c c c c 5 ) c c c 5 c c c 2 c 3 c 5 4 ) c c 1
N # C c 1 c n c 2 c c c ( [N+] ( = O ) [O-] ) c c 2 c 1 O . O = P ( Cl ) ( Cl ) Cl ,N # C c 1 c n c 2 c c c ( [N+] ( = O ) [O-] ) c c 2 c 1 Cl
N # C c 1 c c 2 c c ( [N+] ( = O ) [O-] ) c c c 2 n c 1 Cl . N c 1 c c c ( O c 2 c c c c c 2 ) c c 1 ,N # C c 1 c n c 2 c c c ( [N+] ( = O ) [O-] ) c c 2 c 1 N c 1 c c c ( O c 2 c c c c c 2 ) c c 1
N # C c 1 c n c 2 c c c ( [N+] ( = O ) [O-] ) c c 2 c 1 N c 1 c c c ( O c 2 c c c c c 2 ) c c 1 ,N # C c 1 c n c 2 c c c ( N ) c c 2 c 1 N c 1 c c c ( O c 2 c c c c c 2 ) c c 1
O = C ( Cl ) Cl . c 1 c c c 2 [nH] n n c 2 c 1 ,O = C ( Cl ) n 1 n n c 2 c c c c c 2 1
C c 1 c c ( - c 2 c c c c c 2 ) c c ( [N+] ( = O ) [O-] ) c 1 ,C c 1 c c ( N ) c c ( - c 2 c c c c c 2 ) c 1
C c 1 c c c c ( B ( O ) O ) c 1 O . Cl c 1 c c n c ( Cl ) n 1 ,C c 1 c c c c ( - c 2 c c n c ( Cl ) n 2 ) c 1 O
Cl c 1 c c c c ( I ) n 1 . C n 1 c ( B ( O ) O ) c c 2 c c c c c 2 1 ,C n 1 c ( - c 2 c c c c ( Cl ) n 2 ) c c 2 c c c c c 2 1
N c 1 c c n c c 1 N . O = C ( O ) c 1 c c c c ( Cl ) n 1 ,Cl c 1 c c c c ( - c 2 n c 3 c n c c c 3 [nH] 2 ) n 1
N c 1 c c n c c 1 . O = C ( O ) c 1 c c c c ( Br ) n 1 ,O = C ( N c 1 c c n c c 1 ) c 1 c c c c ( Br ) n 1
Br c 1 c c c c c 1 . O = C c 1 c c c c ( B ( O ) O ) c 1 ,O = C c 1 c c c c ( - c 2 c c c c c 2 ) c 1
O = C ( O ) c 1 c c c ( - c 2 c c s c 2 ) c c 1 ,O C c 1 c c c ( - c 2 c c s c 2 ) c c 1
N c 1 c c c ( Cl ) c ( F ) c 1 . O = C ( [O-] ) O ,O = C = N c 1 c c c ( Cl ) c ( F ) c 1
O = C c 1 s c c c 1 Br . O B ( O ) c 1 c c c c c 1 ,O = C c 1 s c c c 1 - c 1 c c c c c 1
Br P ( Br ) Br . O C c 1 c n n 2 c c c c c 1 2 ,Br C c 1 c n n 2 c c c c c 1 2
O = C c 1 c c c ( Br ) c ( F ) c 1 F . O B ( O ) c 1 c c c ( F ) c c 1 ,O = C c 1 c c c ( - c 2 c c c ( F ) c c 2 ) c ( F ) c 1 F
O = C c 1 c c c ( - c 2 c c c ( F ) c c 2 ) c ( F ) c 1 O . O = c 1 [nH] c ( = O ) n ( Br ) c ( = O ) n 1 Br ,O = C c 1 c c ( Br ) c ( - c 2 c c c ( F ) c c 2 ) c ( F ) c 1 O
O = C c 1 c c c ( Br ) c c 1 O . O B ( O ) c 1 c c c ( F ) c c 1 F ,O = C c 1 c c c ( - c 2 c c c ( F ) c c 2 F ) c c 1 O
O = C ( O ) c 1 c c ( Cl ) n c c 1 Br ,O C c 1 c c ( Cl ) n c c 1 Br
Br c 1 c n c 2 [nH] c c ( I ) c 2 c 1 . C c 1 c c c ( S ( = O ) ( = O ) Cl ) c c 1 ,C c 1 c c c ( S ( = O ) ( = O ) n 2 c c ( I ) c 3 c c ( Br ) c n c 3 2 ) c c 1
F c 1 c c c c c 1 C Br . I c 1 c n [nH] c 1 ,F c 1 c c c c c 1 C n 1 c c ( I ) c n 1
C S ( = O ) ( = O ) Cl . N c 1 c c c c ( Br ) c 1 ,C S ( = O ) ( = O ) N c 1 c c c c ( Br ) c 1
N # C c 1 c n c c ( Br ) c 1 . [N-] = [N+] = [N-] ,Br c 1 c n c c ( - c 2 n n [nH] n 2 ) c 1
Cl c 1 c c c ( Br ) c n 1 . C n 1 n n c ( N ) n 1 ,C n 1 n n c ( N c 2 c c c ( Br ) c n 2 ) n 1
O C c 1 c c ( Cl ) c ( - c 2 n n c 3 c c c ( F ) c n 2 3 ) c ( Cl ) c 1 ,O = C c 1 c c ( Cl ) c ( - c 2 n n c 3 c c c ( F ) c n 2 3 ) c ( Cl ) c 1
Cl C Cl . F c 1 c c c 2 n n c n 2 c 1 ,F c 1 c c c 2 n n c ( Cl ) n 2 c 1
C c 1 c c ( [N+] ( = O ) [O-] ) c n c 1 Cl . N c 1 c c ( O ) c c n 1 ,C c 1 c c ( [N+] ( = O ) [O-] ) c n c 1 O c 1 c c n c ( N ) c 1
O = C ( [O-] ) [O-] . O = [N+] ( [O-] ) c 1 c c c ( N c 2 c c n c ( Cl ) c 2 ) c c 1 F ,C N ( c 1 c c n c ( Cl ) c 1 ) c 1 c c c ( [N+] ( = O ) [O-] ) c ( F ) c 1
C c 1 c c c ( O ) c c 1 [N+] ( = O ) [O-] . F c 1 c c n c ( Cl ) c 1 ,C c 1 c c c ( O c 2 c c n c ( Cl ) c 2 ) c c 1 [N+] ( = O ) [O-]
C n 1 c ( = O ) c c ( N ) [nH] c 1 = O . O = N [O-] ,C n 1 c ( = O ) [nH] c ( N ) c ( N = O ) c 1 = O
C n 1 c ( = O ) [nH] c ( N ) c ( N = O ) c 1 = O ,C n 1 c ( = O ) [nH] c ( N ) c ( N ) c 1 = O
N c 1 n c 2 n c n ( C c 3 c c c ( Cl ) c c 3 ) c 2 c ( = O ) [nH] 1 . O = N [O-] ,O = c 1 [nH] c ( = O ) c 2 c ( n c n 2 C c 2 c c c ( Cl ) c c 2 ) [nH] 1
C O c 1 c c c c c 1 B ( O ) O . N c 1 c c ( Cl ) n c c 1 I ,C O c 1 c c c c c 1 - c 1 c n c ( Cl ) c c 1 N
C O c 1 c c c c c 1 - c 1 c n c ( Cl ) c c 1 N ,Cl c 1 c c 2 o c 3 c c c c c 3 c 2 c n 1
C O c 1 c c c c c 1 - c 1 c c c ( Cl ) n c 1 N ,Cl c 1 c c c 2 c ( n 1 ) o c 1 c c c c c 1 2
C O . N c 1 c c ( Cl ) n c ( N ) n 1 ,C O c 1 c c ( N ) n c ( N ) n 1
C O c 1 c c ( N ) n c ( N ) n 1 . O = N [O-] ,C O c 1 n c ( N ) n c ( N ) c 1 N = O
C O c 1 c c c ( Cl ) c ( N ) c 1 . O = [N+] ( [O-] ) c 1 c c c c ( S ( = O ) ( = O ) N c 2 n c 3 c c c c c 3 n c 2 Cl ) c 1 ,C O c 1 c c c ( Cl ) c ( N c 2 n c 3 c c c c c 3 n c 2 N S ( = O ) ( = O ) c 2 c c c c ( [N+] ( = O ) [O-] ) c 2 ) c 1
N c 1 n c c ( Br ) c c 1 C ( = O ) O . O n 1 n n c 2 c c c c c 2 1 ,N C ( = O ) c 1 c c ( Br ) c n c 1 N
N c 1 n c ( Cl ) c c c 1 C ( = O ) O . O n 1 n n c 2 c c c c c 2 1 ,N C ( = O ) c 1 c c c ( Cl ) n c 1 N
N c 1 c c c ( Br ) c c 1 C ( = O ) O ,N c 1 c c c ( Br ) c c 1 C ( = O ) N c 1 c c c c c 1
N c 1 c c c c c 1 F . N c 1 n c c ( Br ) c c 1 C ( = O ) O ,N c 1 n c c ( Br ) c c 1 C ( = O ) N c 1 c c c c c 1 F
N c 1 c c c ( Br ) n c 1 C ( = O ) O . N c 1 c c c c c 1 F ,N c 1 c c c ( Br ) n c 1 C ( = O ) N c 1 c c c c c 1 F
Br Br . N C ( = O ) c 1 n c c n c 1 N ,N C ( = O ) c 1 n c ( Br ) c n c 1 N
N c 1 c c c c ( F ) c 1 . N c 1 n c c ( Br ) n c 1 C ( = O ) O ,N c 1 n c c ( Br ) n c 1 C ( = O ) N c 1 c c c c ( F ) c 1
F c 1 c c c ( C Br ) c c 1 . O = c 1 [nH] c c c 2 c c c ( Br ) c c 1 2 ,O = C 1 c 2 c c ( Br ) c c c 2 C C N 1 C c 1 c c c ( F ) c c 1
O = C ( Cl ) c 1 c ( Cl ) c c c c 1 Cl . c 1 c c 2 c c [nH] c 2 c n 1 ,O = C ( c 1 c ( Cl ) c c c c 1 Cl ) c 1 c [nH] c 2 c n c c c 1 2
N # C c 1 c c c ( F ) c c 1 . [N-] = [N+] = [N-] ,N # C c 1 c c c ( N = [N+] = [N-] ) c c 1
C c 1 c c c c c 1 N . O = S ( Cl ) Cl ,c 1 c c c 2 n s c c 2 c 1
N c 1 c c c ( Br ) c c 1 N c 1 c c c c c 1 . O = C O ,Br c 1 c c c 2 n c n ( - c 3 c c c c c 3 ) c 2 c 1
Br c 1 c c c 2 n c n ( - c 3 c c c c c 3 ) c 2 c 1 . C c 1 c c c ( - n 2 n c c c 2 B ( O ) O ) c c 1 ,C c 1 c c c ( - n 2 n c c c 2 - c 2 c c c 3 n c n ( - c 4 c c c c c 4 ) c 3 c 2 ) c c 1
C c 1 c c c ( - n 2 c n c 3 c c c ( Br ) c c 3 2 ) c c 1 . O B ( O ) c 1 c c n n 1 - c 1 c c c c c 1 ,C c 1 c c c ( - n 2 c n c 3 c c c ( - c 4 c c n n 4 - c 4 c c c c c 4 ) c c 3 2 ) c c 1
C c 1 c c c ( - n 2 c n c 3 c c c ( Br ) c c 3 2 ) c c 1 . O B ( O ) c 1 c c n n 1 - c 1 c c c ( F ) c c 1 ,C c 1 c c c ( - n 2 c n c 3 c c c ( - c 4 c c n n 4 - c 4 c c c ( F ) c c 4 ) c c 3 2 ) c c 1
C c 1 c c c ( - n 2 n c c c 2 B ( O ) O ) c c 1 . F c 1 c c c ( - n 2 c n c 3 c c c ( Br ) c c 3 2 ) c c 1 ,C c 1 c c c ( - n 2 n c c c 2 - c 2 c c c 3 n c n ( - c 4 c c c ( F ) c c 4 ) c 3 c 2 ) c c 1
F c 1 c c c ( - n 2 c n c 3 c c c ( Br ) c c 3 2 ) c c 1 . O B ( O ) c 1 c c n n 1 - c 1 c c c ( C ( F ) ( F ) F ) c c 1 ,F c 1 c c c ( - n 2 c n c 3 c c c ( - c 4 c c n n 4 - c 4 c c c ( C ( F ) ( F ) F ) c c 4 ) c c 3 2 ) c c 1
Cl c 1 c c c ( - n 2 c n c 3 c c c ( Br ) c c 3 2 ) c c 1 . O B ( O ) c 1 c c n n 1 - c 1 c c c ( C ( F ) ( F ) F ) c c 1 ,F C ( F ) ( F ) c 1 c c c ( - n 2 n c c c 2 - c 2 c c c 3 n c n ( - c 4 c c c ( Cl ) c c 4 ) c 3 c 2 ) c c 1
F C ( F ) ( F ) c 1 c c c ( - n 2 c n c 3 c c c ( Br ) c c 3 2 ) c c 1 . O B ( O ) c 1 c c n n 1 - c 1 c c c ( Cl ) c c 1 ,F C ( F ) ( F ) c 1 c c c ( - n 2 c n c 3 c c c ( - c 4 c c n n 4 - c 4 c c c ( Cl ) c c 4 ) c c 3 2 ) c c 1
F C ( F ) ( F ) c 1 c c c ( - n 2 c n c 3 c c c ( Br ) c c 3 2 ) c c 1 . O B ( O ) c 1 c c n n 1 - c 1 c c c ( F ) c c 1 ,F c 1 c c c ( - n 2 n c c c 2 - c 2 c c c 3 n c n ( - c 4 c c c ( C ( F ) ( F ) F ) c c 4 ) c 3 c 2 ) c c 1
C O c 1 c c c ( - n 2 c n c 3 c c c ( Br ) c c 3 2 ) c c 1 . O B ( O ) c 1 c c n n 1 - c 1 c c c ( F ) c c 1 ,C O c 1 c c c ( - n 2 c n c 3 c c c ( - c 4 c c n n 4 - c 4 c c c ( F ) c c 4 ) c c 3 2 ) c c 1
C S ( = O ) ( = O ) c 1 c c c ( - n 2 c n c 3 c c c ( Br ) c c 3 2 ) c c 1 . O B ( O ) c 1 c c n n 1 - c 1 c c c ( F ) c c 1 ,C S ( = O ) ( = O ) c 1 c c c ( - n 2 c n c 3 c c c ( - c 4 c c n n 4 - c 4 c c c ( F ) c c 4 ) c c 3 2 ) c c 1
C S ( = O ) ( = O ) c 1 c c c ( - n 2 c n c 3 c c c ( Br ) c c 3 2 ) c c 1 . O B ( O ) c 1 c c n n 1 - c 1 c c c ( Cl ) c c 1 ,C S ( = O ) ( = O ) c 1 c c c ( - n 2 c n c 3 c c c ( - c 4 c c n n 4 - c 4 c c c ( Cl ) c c 4 ) c c 3 2 ) c c 1
Br c 1 n c c s 1 . O = C c 1 c c c ( Cl ) c c 1 ,O C ( c 1 c c c ( Cl ) c c 1 ) c 1 n c c s 1
F c 1 c c c ( [Mg] Br ) c c 1 . O = C c 1 c c c c c 1 ,O C ( c 1 c c c c c 1 ) c 1 c c c ( F ) c c 1
O = S ( Cl ) Cl . O C ( c 1 c c c c c 1 ) c 1 c c c ( F ) c c 1 ,F c 1 c c c ( C ( Cl ) c 2 c c c c c 2 ) c c 1
C c 1 c c c ( S ( = O ) ( = O ) Cl ) c c 1 . N c 1 c c c ( I ) c n 1 ,C c 1 c c c ( S ( = O ) ( = O ) N c 2 c c c ( I ) c n 2 ) c c 1
